,trials,multiplications,threads,time,implementation,batchsize,effective_multiplications
7478,839,1826,8,0.531186999,golang,1,1532014
7479,137,2295,1,0.595573288,golang,1,314415
7480,1382,41,4,0.03977712,golang,1,56662
7481,1523,1942,4,1.859865394,golang,1,2957666
7482,1480,1315,1,4.233073406,golang,1,1946200
7483,1212,579,2,0.806814823,golang,1,701748
7484,787,2187,8,0.602059864,golang,1,1721169
7485,1857,72,8,0.053425125,golang,1,133704
7486,100,261,2,0.026394191,golang,1,26100
7487,1117,103,8,0.044892428,golang,1,115051
7488,1757,1519,2,3.133088022,golang,1,2668883
7489,999,2246,2,2.645883617,golang,1,2243754
7490,2237,1930,2,5.137899307,golang,1,4317410
7491,1751,1765,8,1.064521209,golang,1,3090515
7492,1298,965,8,0.418446972,golang,1,1252570
7493,2255,2018,4,2.711251774,golang,1,4550590
7494,1416,1440,1,4.349439572,golang,1,2039040
7495,2197,2085,4,2.773867697,golang,1,4580745
7496,1139,7,1,0.023336336,golang,1,7973
7497,620,1324,1,1.700794376,golang,1,820880
7498,59,984,4,0.030971933,golang,1,58056
7499,2207,1760,1,8.527049566,golang,1,3884320
7500,496,580,4,0.182692899,golang,1,287680
7501,798,1388,2,1.259302513,golang,1,1107624
7502,971,2326,2,2.606137896,golang,1,2258546
7503,854,2150,4,1.091076102,golang,1,1836100
7504,2121,1594,2,3.931491324,golang,1,3380874
7505,1047,2426,4,1.551632681,golang,1,2540022
7506,495,1545,2,0.880911052,golang,1,764775
7507,470,2001,1,1.927285153,golang,1,940470
7508,1485,330,2,0.612762103,golang,1,490050
7509,771,753,2,0.661090304,golang,1,580563
7510,711,1005,1,1.500132791,golang,1,714555
7511,286,2256,2,0.7033596,golang,1,645216
7512,2248,1714,4,2.344156925,golang,1,3853072
7513,2429,108,1,0.544696325,golang,1,262332
7514,2399,1411,2,4.06049755,golang,1,3384989
7515,1598,2498,8,1.384708998,golang,1,3991804
7516,2378,1814,2,5.064658679,golang,1,4313692
7517,64,572,1,0.064417968,golang,1,36608
7518,137,235,8,0.013774,golang,1,32195
7519,1278,1791,1,4.880063999,golang,1,2288898
7520,801,356,8,0.10199556,golang,1,285156
7521,707,1122,1,1.725382044,golang,1,793254
7522,214,2241,8,0.161237476,golang,1,479574
7523,91,2486,4,0.111274033,golang,1,226226
7524,1128,200,2,0.266235417,golang,1,225600
7525,396,2362,8,0.323091786,golang,1,935352
7526,1282,1189,8,0.524885701,golang,1,1524298
7527,479,874,4,0.239226624,golang,1,418646
7528,567,1267,4,0.411221523,golang,1,718389
7529,1438,867,2,1.393851717,golang,1,1246746
7530,1483,928,1,2.929246503,golang,1,1376224
7531,618,870,1,1.115966597,golang,1,537660
7532,1272,784,2,1.180762673,golang,1,997248
7533,2055,1123,2,2.685818902,golang,1,2307765
7534,917,1164,1,2.265894815,golang,1,1067388
7535,318,2119,8,0.22353329,golang,1,673842
7536,607,1098,2,0.767462869,golang,1,666486
7537,1606,2335,1,8.125253423,golang,1,3750010
7538,1503,2255,2,4.05565919,golang,1,3389265
7539,2308,240,4,0.342767247,golang,1,553920
7540,1176,1772,2,2.400259764,golang,1,2083872
7541,575,1113,2,0.70541538,golang,1,639975
7542,637,1579,4,0.600498911,golang,1,1005823
7543,1007,1548,4,0.906767657,golang,1,1558836
7544,2318,2147,2,5.899561054,golang,1,4976746
7545,1623,1338,2,2.472093016,golang,1,2171574
7546,1794,1221,4,1.380931495,golang,1,2190474
7547,2154,1181,1,5.537377311,golang,1,2543874
7548,1820,1995,2,4.219605638,golang,1,3630900
7549,1854,677,2,1.460260272,golang,1,1255158
7550,1984,642,8,0.45055947,golang,1,1273728
7551,649,137,1,0.184407871,golang,1,88913
7552,405,615,8,0.08699948,golang,1,249075
7553,1726,1238,1,4.797683056,golang,1,2136788
7554,1540,237,1,0.812978804,golang,1,364980
7555,703,1118,4,0.479699102,golang,1,785954
7556,972,1281,4,0.778745515,golang,1,1245132
7557,702,277,2,0.231808314,golang,1,194454
7558,1546,2388,1,7.716135348,golang,1,3691848
7559,1374,2498,4,2.046224989,golang,1,3432252
7560,1197,1901,2,2.64139362,golang,1,2275497
7561,1098,1814,4,1.217091787,golang,1,1991772
7562,1152,96,2,0.126528706,golang,1,110592
7563,2413,1880,8,1.56841815,golang,1,4536440
7564,953,2136,8,0.692601006,golang,1,2035608
7565,1048,945,2,1.171795793,golang,1,990360
7566,958,540,2,0.594211238,golang,1,517320
7567,989,1793,8,0.634901437,golang,1,1773277
7568,1734,2111,1,7.871277621,golang,1,3660474
7569,120,477,4,0.035421294,golang,1,57240
7570,1429,1349,4,1.221706768,golang,1,1927721
7571,1783,1337,4,1.444282916,golang,1,2383871
7572,1212,350,1,0.885393535,golang,1,424200
7573,718,1869,1,2.89757465,golang,1,1341942
7574,1296,1401,8,0.629057986,golang,1,1815696
7575,587,2312,2,1.556785408,golang,1,1357144
7576,2025,1343,2,3.180561823,golang,1,2719575
7577,1769,1015,1,3.941532366,golang,1,1795535
7578,111,859,2,0.09678903,golang,1,95349
7579,2177,2201,2,5.582636616,golang,1,4791577
7580,1294,1247,2,1.983360891,golang,1,1613618
7581,528,1938,1,2.188183887,golang,1,1023264
7582,1992,1060,2,2.487180797,golang,1,2111520
7583,2172,150,8,0.119220011,golang,1,325800
7584,294,685,1,0.418892246,golang,1,201390
7585,1245,1634,8,0.713632175,golang,1,2034330
7586,966,2032,1,4.230716352,golang,1,1962912
7587,1848,583,1,2.318766053,golang,1,1077384
7588,1995,2341,8,1.643773077,golang,1,4670295
7589,576,68,4,0.025069981,golang,1,39168
7590,997,1259,1,2.671252288,golang,1,1255223
7591,573,2261,8,0.45319779,golang,1,1295553
7592,1508,737,8,0.387767988,golang,1,1111396
7593,1339,2007,1,5.73585202,golang,1,2687373
7594,1525,637,8,0.35200828,golang,1,971425
7595,334,1976,4,0.374057085,golang,1,659984
7596,764,771,2,0.676381956,golang,1,589044
7597,6,650,8,0.001690205,golang,1,3900
7598,917,1954,2,2.124134328,golang,1,1791818
7599,876,1972,4,1.010800662,golang,1,1727472
7600,1177,2257,8,0.900405906,golang,1,2656489
7601,883,31,1,0.060398613,golang,1,27373
7602,1400,1767,1,5.286879,golang,1,2473800
7603,2087,1121,8,0.864772304,golang,1,2339527
7604,592,730,2,0.463034048,golang,1,432160
7605,2428,2101,8,1.785853071,golang,1,5101228
7606,903,768,2,0.772796316,golang,1,693504
7607,724,2305,4,1.009777936,golang,1,1668820
7608,1166,1153,2,1.540916986,golang,1,1344398
7609,1646,2234,8,1.256960288,golang,1,3677164
7610,1761,2183,1,8.191798593,golang,1,3844263
7611,740,1437,2,1.22206558,golang,1,1063380
7612,73,2321,2,0.173211305,golang,1,169433
7613,473,1770,2,0.963488433,golang,1,837210
7614,555,661,2,0.407783265,golang,1,366855
7615,107,400,8,0.015203026,golang,1,42800
7616,22,2492,1,0.058350237,golang,1,54824
7617,1097,1029,1,2.446427409,golang,1,1128813
7618,791,1252,2,1.180393562,golang,1,990332
7619,274,1563,1,0.835431536,golang,1,428262
7620,519,225,8,0.046379923,golang,1,116775
7621,159,346,2,0.055534425,golang,1,55014
7622,54,1517,1,0.138284418,golang,1,81918
7623,2164,340,1,1.608492376,golang,1,735760
7624,140,646,1,0.179142932,golang,1,90440
7625,654,2162,1,2.970459581,golang,1,1413948
7626,2353,1391,4,1.997170148,golang,1,3273023
7627,201,1168,1,0.46061054,golang,1,234768
7628,1688,1631,4,1.667378747,golang,1,2753128
7629,958,2268,4,1.255729473,golang,1,2172744
7630,2214,1360,1,6.480040109,golang,1,3011040
7631,400,28,1,0.027240586,golang,1,11200
7632,2438,400,1,2.155162377,golang,1,975200
7633,1234,342,2,0.489434692,golang,1,422028
7634,829,1431,1,2.492275076,golang,1,1186299
7635,1429,410,8,0.212800654,golang,1,585890
7636,293,1236,8,0.119724786,golang,1,362148
7637,1608,1848,1,6.370234696,golang,1,2971584
7638,171,1373,8,0.084365338,golang,1,234783
7639,1117,89,4,0.057185395,golang,1,99413
7640,1701,1765,2,3.624104705,golang,1,3002265
7641,2419,1153,1,6.141826258,golang,1,2789107
7642,942,1746,2,1.865939067,golang,1,1644732
7643,2363,2093,4,3.04403153,golang,1,4945759
7644,1996,1924,1,8.351767694,golang,1,3840304
7645,177,1173,8,0.070135874,golang,1,207621
7646,243,1382,8,0.122075487,golang,1,335826
7647,2358,1131,2,3.049691808,golang,1,2666898
7648,411,1750,1,1.524775532,golang,1,719250
7649,1735,2048,2,4.197313538,golang,1,3553280
7650,1356,1711,1,5.212644692,golang,1,2320116
7651,679,1567,8,0.373916822,golang,1,1063993
7652,1975,1953,2,4.435461843,golang,1,3857175
7653,1316,1539,8,0.698014842,golang,1,2025324
7654,2056,54,8,0.040833197,golang,1,111024
7655,1792,1849,2,3.799859413,golang,1,3313408
7656,962,118,1,0.238931422,golang,1,113516
7657,2085,2330,4,2.903681695,golang,1,4858050
7658,36,911,1,0.051714,golang,1,32796
7659,1989,441,1,1.852070378,golang,1,877149
7660,1223,285,2,0.397772971,golang,1,348555
7661,43,970,4,0.018752643,golang,1,41710
7662,1260,1254,1,3.282029104,golang,1,1580040
7663,161,27,4,0.005112082,golang,1,4347
7664,1562,164,8,0.090755894,golang,1,256168
7665,770,1352,4,0.620433968,golang,1,1041040
7666,2038,2407,8,1.714258085,golang,1,4905466
7667,389,255,1,0.201213026,golang,1,99195
7668,633,1208,4,0.44469514,golang,1,764664
7669,913,662,2,0.692859299,golang,1,604406
7670,1448,1170,1,3.692963127,golang,1,1694160
7671,608,1572,1,2.036981802,golang,1,955776
7672,1747,2089,2,4.279910995,golang,1,3649483
7673,1361,953,2,1.499027892,golang,1,1297033
7674,1752,1692,1,6.359370544,golang,1,2964384
7675,441,73,1,0.069032758,golang,1,32193
7676,515,1629,1,1.786279289,golang,1,838935
7677,1182,1984,4,1.441290633,golang,1,2345088
7678,2496,144,4,0.221913306,golang,1,359424
7679,1509,2439,8,1.275792911,golang,1,3680451
7680,878,718,4,0.382074797,golang,1,630404
7681,666,2330,2,1.774280503,golang,1,1551780
7682,233,687,2,0.180907426,golang,1,160071
7683,1937,1197,2,2.73482332,golang,1,2318589
7684,2276,981,8,0.770052398,golang,1,2232756
7685,1799,1044,4,1.132970876,golang,1,1878156
7686,2151,540,1,2.472775414,golang,1,1161540
7687,261,502,4,0.081342909,golang,1,131022
7688,2109,1692,4,2.164197234,golang,1,3568428
7689,1155,2186,1,5.374578541,golang,1,2524830
7690,619,228,2,0.168973671,golang,1,141132
7691,561,890,2,0.584076832,golang,1,499290
7692,207,1732,4,0.216247828,golang,1,358524
7693,2042,1037,2,2.38669258,golang,1,2117554
7694,88,1531,1,0.264412734,golang,1,134728
7695,742,2099,2,1.806923695,golang,1,1557458
7696,690,1316,4,0.540017805,golang,1,908040
7697,1071,1618,1,3.770774303,golang,1,1732878
7698,1840,2051,1,8.21935492,golang,1,3773840
7699,1266,1735,4,1.374484914,golang,1,2196510
7700,1180,1721,4,1.246201472,golang,1,2030780
7701,659,482,1,0.702987934,golang,1,317638
7702,1650,11,1,0.043883218,golang,1,18150
7703,256,1318,1,0.687885937,golang,1,337408
7704,18,754,2,0.007881708,golang,1,13572
7705,152,2385,2,0.368422785,golang,1,362520
7706,1102,1968,2,2.51720245,golang,1,2168736
7707,402,1684,1,1.459387729,golang,1,676968
7708,1135,921,2,1.156275473,golang,1,1045335
7709,1010,169,8,0.066773278,golang,1,170690
7710,679,531,2,0.401204056,golang,1,360549
7711,202,1343,2,0.294343397,golang,1,271286
7712,1804,279,2,0.590635152,golang,1,503316
7713,2424,2385,2,6.661062279,golang,1,5781240
7714,1245,2151,2,3.169848002,golang,1,2677995
7715,90,1421,1,0.24712272,golang,1,127890
7716,1369,1754,2,2.742157263,golang,1,2401226
7717,165,381,1,0.122357706,golang,1,62865
7718,58,2379,1,0.23609957,golang,1,137982
7719,2297,846,8,0.663208831,golang,1,1943262
7720,277,2180,8,0.203776677,golang,1,603860
7721,2105,1742,1,7.859594044,golang,1,3666910
7722,1474,450,8,0.234871139,golang,1,663300
7723,1239,214,2,0.300417169,golang,1,265146
7724,938,2062,4,1.180897145,golang,1,1934156
7725,598,1318,2,0.938702143,golang,1,788164
7726,644,2451,2,1.81336232,golang,1,1578444
7727,1385,2233,1,6.705719066,golang,1,3092705
7728,510,2414,4,0.718355749,golang,1,1231140
7729,333,2085,1,1.455491112,golang,1,694305
7730,1259,970,1,2.607180979,golang,1,1221230
7731,2241,2052,4,2.7939338,golang,1,4598532
7732,1735,1229,8,0.74275712,golang,1,2132315
7733,357,2435,2,0.959921644,golang,1,869295
7734,94,1692,4,0.085242541,golang,1,159048
7735,112,2346,1,0.537852069,golang,1,262752
7736,138,1466,4,0.119228517,golang,1,202308
7737,999,655,8,0.229042826,golang,1,654345
7738,1404,2304,1,6.987758505,golang,1,3234816
7739,675,400,2,0.319565964,golang,1,270000
7740,1108,1981,4,1.315646543,golang,1,2194948
7741,1175,479,1,1.232007365,golang,1,562825
7742,1656,1661,2,3.172952355,golang,1,2750616
7743,595,2495,4,0.863495342,golang,1,1484525
7744,2477,1442,1,7.659863874,golang,1,3571834
7745,313,2462,1,1.57759294,golang,1,770606
7746,577,1936,4,0.676930033,golang,1,1117072
7747,1053,2230,2,2.771535882,golang,1,2348190
7748,1641,1690,4,1.638485776,golang,1,2773290
7749,764,852,1,1.406890972,golang,1,650928
7750,46,283,2,0.013129333,golang,1,13018
7751,928,2082,2,2.306798244,golang,1,1932096
7752,864,2101,1,3.935486765,golang,1,1815264
7753,2331,1293,8,1.078821616,golang,1,3013983
7754,2364,744,4,1.051460354,golang,1,1758816
7755,2219,949,4,1.274562958,golang,1,2105831
7756,583,1733,1,2.209487186,golang,1,1010339
7757,1589,2069,1,7.338947511,golang,1,3287641
7758,1528,1728,2,2.931328512,golang,1,2640384
7759,1105,1665,2,2.111047765,golang,1,1839825
7760,500,1909,8,0.331167447,golang,1,954500
7761,2398,75,8,0.070131646,golang,1,179850
7762,1717,2162,2,4.326301929,golang,1,3712154
7763,2023,2262,8,1.591016925,golang,1,4576026
7764,520,147,4,0.042133432,golang,1,76440
7765,868,936,2,0.944146467,golang,1,812448
7766,1756,1167,8,0.729030708,golang,1,2049252
7767,136,181,2,0.025958665,golang,1,24616
7768,2144,178,1,0.811938016,golang,1,381632
7769,2389,1068,4,1.568024363,golang,1,2551452
7770,124,452,2,0.057188562,golang,1,56048
7771,293,1453,8,0.139286915,golang,1,425729
7772,915,365,2,0.365166808,golang,1,333975
7773,2359,2472,4,3.528839187,golang,1,5831448
7774,300,2262,2,0.740796949,golang,1,678600
7775,1884,1172,8,0.768571966,golang,1,2208048
7776,1696,1274,2,2.529345057,golang,1,2160704
7777,1010,819,1,1.775631082,golang,1,827190
7778,2170,1641,8,1.25953589,golang,1,3560970
7779,1507,2094,4,1.87957046,golang,1,3155658
7780,1090,1865,2,2.382207051,golang,1,2032850
7781,716,810,4,0.342220804,golang,1,579960
7782,201,644,1,0.264541275,golang,1,129444
7783,2444,530,2,1.486488963,golang,1,1295320
7784,2464,1615,1,8.534954849,golang,1,3979360
7785,568,887,2,0.604395618,golang,1,503816
7786,1283,267,8,0.123798384,golang,1,342561
7787,1856,775,4,0.866715001,golang,1,1438400
7788,2228,1644,1,7.94263857,golang,1,3662832
7789,2013,1074,1,4.692733135,golang,1,2161962
7790,976,1988,1,4.15628738,golang,1,1940288
7791,784,2280,4,1.111523598,golang,1,1787520
7792,149,395,4,0.031409332,golang,1,58855
7793,1672,2019,2,3.817969393,golang,1,3375768
7794,2097,1051,4,1.361386959,golang,1,2203947
7795,615,1980,8,0.420702284,golang,1,1217700
7796,1930,954,1,3.902555465,golang,1,1841220
7797,2144,73,2,0.183749568,golang,1,156512
7798,855,2283,1,4.12375278,golang,1,1951965
7799,1793,1332,2,2.840108368,golang,1,2388276
7800,2037,771,2,1.857090258,golang,1,1570527
7801,909,1215,2,1.254070567,golang,1,1104435
7802,2222,709,8,0.561411402,golang,1,1575398
7803,1823,780,4,0.890665798,golang,1,1421940
7804,647,579,8,0.132562845,golang,1,374613
7805,2013,2130,2,4.988303389,golang,1,4287690
7806,1650,1875,8,1.069084213,golang,1,3093750
7807,912,1181,2,1.219962532,golang,1,1077072
7808,1624,1199,4,1.171818716,golang,1,1947176
7809,509,2283,2,1.301491198,golang,1,1162047
7810,479,496,8,0.09003284,golang,1,237584
7811,1210,1103,1,2.945065974,golang,1,1334630
7812,2396,661,8,0.571520711,golang,1,1583756
7813,1616,1748,8,0.951251249,golang,1,2824768
7814,2283,714,8,0.561307859,golang,1,1630062
7815,1319,1500,2,2.327070853,golang,1,1978500
7816,619,112,2,0.075399801,golang,1,69328
7817,2011,1606,8,1.140522255,golang,1,3229666
7818,1465,1855,1,5.863538183,golang,1,2717575
7819,2361,1162,1,5.898862395,golang,1,2743482
7820,2391,1250,8,1.04743122,golang,1,2988750
7821,1182,400,2,0.570194698,golang,1,472800
7822,1707,346,2,0.665363345,golang,1,590622
7823,782,2017,1,3.326334742,golang,1,1577294
7824,565,121,8,0.026593665,golang,1,68365
7825,1924,1308,1,5.430588406,golang,1,2516592
7826,2143,2059,1,9.598797828,golang,1,4412437
7827,1763,1441,8,0.908962507,golang,1,2540483
7828,1674,800,2,1.606032661,golang,1,1339200
7829,1018,2219,8,0.787851144,golang,1,2258942
7830,1744,2231,8,1.335142899,golang,1,3890864
7831,1545,2078,2,3.652619457,golang,1,3210510
7832,2490,2114,4,3.220624468,golang,1,5263860
7833,846,2174,8,0.645911713,golang,1,1839204
7834,776,972,2,0.857426971,golang,1,754272
7835,1488,215,4,0.195026313,golang,1,319920
7836,715,1699,8,0.416554258,golang,1,1214785
7837,593,68,4,0.02568842,golang,1,40324
7838,131,2281,1,0.624400556,golang,1,298811
7839,1955,2137,4,2.547987864,golang,1,4177835
7840,1285,683,8,0.301262322,golang,1,877655
7841,1507,2498,2,4.39017713,golang,1,3764486
7842,320,506,1,0.330527969,golang,1,161920
7843,931,1839,8,0.592164325,golang,1,1712109
7844,1763,24,2,0.048383745,golang,1,42312
7845,962,466,2,0.503997389,golang,1,448292
7846,2448,258,8,0.225255845,golang,1,631584
7847,2100,785,1,3.60296353,golang,1,1648500
7848,783,55,2,0.059424719,golang,1,43065
7849,1519,1492,1,5.017534612,golang,1,2266348
7850,1567,1865,2,3.500341839,golang,1,2922455
7851,1307,994,2,1.551988376,golang,1,1299158
7852,1571,467,1,1.543800305,golang,1,733657
7853,741,320,2,0.265717747,golang,1,237120
7854,1309,972,8,0.441781394,golang,1,1272348
7855,591,415,1,0.53778865,golang,1,245265
7856,2204,1924,1,9.332647901,golang,1,4240496
7857,63,2004,8,0.035506473,golang,1,126252
7858,1447,2467,1,7.625407256,golang,1,3569749
7859,1740,2478,8,1.51094177,golang,1,4311720
7860,707,66,2,0.051861206,golang,1,46662
7861,393,59,4,0.016213428,golang,1,23187
7862,518,980,2,0.55122561,golang,1,507640
7863,354,2493,1,1.804380403,golang,1,882522
7864,1292,218,8,0.103176951,golang,1,281656
7865,2493,518,8,0.449516878,golang,1,1291374
7866,1162,655,1,1.637704463,golang,1,761110
7867,18,1445,2,0.014152259,golang,1,26010
7868,2266,1690,8,1.318451987,golang,1,3829540
7869,2133,846,1,3.919714283,golang,1,1804518
7870,1562,1798,4,1.715924776,golang,1,2808476
7871,896,888,4,0.480895933,golang,1,795648
7872,2179,2458,1,11.609979602,golang,1,5355982
7873,787,764,8,0.208519247,golang,1,601268
7874,922,2004,8,0.635939782,golang,1,1847688
7875,86,34,4,0.003176077,golang,1,2924
7876,1263,2181,1,5.933019221,golang,1,2754603
7877,255,1148,1,0.61313415,golang,1,292740
7878,1705,1654,1,6.155578458,golang,1,2820070
7879,159,2139,4,0.180967349,golang,1,340101
7880,1654,2257,2,4.201949598,golang,1,3733078
7881,180,2419,2,0.457422581,golang,1,435420
7882,1503,1042,8,0.545060587,golang,1,1566126
7883,117,66,1,0.016720378,golang,1,7722
7884,1300,765,4,0.595116483,golang,1,994500
7885,1588,1500,1,5.10322403,golang,1,2382000
7886,285,841,2,0.252839494,golang,1,239685
7887,2176,385,4,0.472581145,golang,1,837760
7888,1458,1732,2,3.081159159,golang,1,2525256
7889,2401,2183,8,1.835174773,golang,1,5241383
7890,58,1084,1,0.107872473,golang,1,62872
7891,2491,2341,1,12.848918125,golang,1,5831431
7892,315,1093,8,0.126248612,golang,1,344295
7893,1758,2046,1,7.774939916,golang,1,3596868
7894,1845,2470,8,1.578887383,golang,1,4557150
7895,24,1362,2,0.019225869,golang,1,32688
7896,1234,2388,8,0.99769946,golang,1,2946792
7897,2446,133,8,0.117910038,golang,1,325318
7898,1817,1094,1,4.362680716,golang,1,1987798
7899,259,2092,8,0.184393703,golang,1,541828
7900,2233,128,4,0.162640041,golang,1,285824
7901,1494,1055,1,3.391213934,golang,1,1576170
7902,376,122,8,0.020217697,golang,1,45872
7903,950,2014,1,4.079226679,golang,1,1913300
7904,479,2426,4,0.712537114,golang,1,1162054
7905,2499,2184,4,3.368377024,golang,1,5457816
7906,585,531,1,0.652058663,golang,1,310635
7907,220,540,2,0.126094673,golang,1,118800
7908,892,1106,1,2.102983655,golang,1,986552
7909,98,1046,2,0.097390487,golang,1,102508
7910,938,107,2,0.110205713,golang,1,100366
7911,515,495,8,0.091032132,golang,1,254925
7912,2370,412,4,0.59250899,golang,1,976440
7913,14,185,4,0.002341825,golang,1,2590
7914,666,301,4,0.113501463,golang,1,200466
7915,2203,1987,4,2.631899763,golang,1,4377361
7916,437,852,2,0.395183883,golang,1,372324
7917,2412,169,8,0.151184873,golang,1,407628
7918,1800,2230,2,4.672717637,golang,1,4014000
7919,683,783,1,1.135454647,golang,1,534789
7920,1142,2002,4,1.387620761,golang,1,2286284
7921,650,2460,2,1.770856962,golang,1,1599000
7922,990,103,1,0.211172645,golang,1,101970
7923,1334,1210,2,1.874830586,golang,1,1614140
7924,1469,1631,4,1.477255054,golang,1,2395939
7925,482,2245,4,0.632034829,golang,1,1082090
7926,2112,2339,1,10.896165566,golang,1,4939968
7927,1200,1128,4,0.824390111,golang,1,1353600
7928,1148,305,8,0.131565327,golang,1,350140
7929,1999,2102,2,5.101361402,golang,1,4201898
7930,1657,256,1,0.883197774,golang,1,424192
7931,1774,1911,1,7.264954545,golang,1,3390114
7932,1338,41,2,0.060289097,golang,1,54858
7933,2285,1485,2,4.027933706,golang,1,3393225
7934,787,1372,4,0.648780716,golang,1,1079764
7935,2426,2236,1,11.751787206,golang,1,5424536
7936,2425,1743,1,9.279073678,golang,1,4226775
7937,953,1594,1,3.259207912,golang,1,1519082
7938,658,2047,4,0.828381354,golang,1,1346926
7939,1338,869,1,2.538418797,golang,1,1162722
7940,1365,1007,2,1.628772009,golang,1,1374555
7941,377,1458,2,0.60840763,golang,1,549666
7942,2108,88,4,0.107840483,golang,1,185504
7943,400,1068,2,0.484636978,golang,1,427200
7944,1149,37,1,0.091945702,golang,1,42513
7945,1077,724,2,0.940528152,golang,1,779748
7946,2402,399,1,2.056891031,golang,1,958398
7947,179,2056,1,0.749725317,golang,1,368024
7948,2288,1702,4,2.414477675,golang,1,3894176
7949,2402,2081,8,1.760891072,golang,1,4998562
7950,574,328,1,0.389710245,golang,1,188272
7951,830,1037,8,0.30038493,golang,1,860710
7952,394,1907,8,0.261917241,golang,1,751358
7953,1140,49,2,0.061907467,golang,1,55860
7954,1473,371,4,0.318748133,golang,1,546483
7955,1119,1071,4,0.73567584,golang,1,1198449
7956,2150,1862,1,8.684626869,golang,1,4003300
7957,248,1013,2,0.263382395,golang,1,251224
7958,1711,2324,8,1.389193284,golang,1,3976364
7959,922,1943,4,1.066278239,golang,1,1791446
7960,2120,2500,1,11.42838031,golang,1,5300000
7961,551,566,2,0.373416285,golang,1,311866
7962,2351,1302,2,3.555188044,golang,1,3061002
7963,2455,1612,2,4.663624251,golang,1,3957460
7964,180,130,2,0.031786808,golang,1,23400
7965,575,261,8,0.059909165,golang,1,150075
7966,1610,489,8,0.277210767,golang,1,787290
7967,310,258,8,0.0273174,golang,1,79980
7968,1493,328,2,0.564620862,golang,1,489704
7969,859,406,1,0.741974544,golang,1,348754
7970,329,2068,8,0.228092226,golang,1,680372
7971,1786,834,4,0.918442939,golang,1,1489524
7972,877,253,8,0.077140259,golang,1,221881
7973,673,1287,2,0.988793916,golang,1,866151
7974,83,520,8,0.014956766,golang,1,43160
7975,697,548,2,0.430759186,golang,1,381956
7976,1297,1466,4,1.158971801,golang,1,1901402
7977,511,268,8,0.047491013,golang,1,136948
7978,2078,643,8,0.46840229,golang,1,1336154
7979,453,2079,8,0.323164061,golang,1,941787
7980,883,669,1,1.27205459,golang,1,590727
7981,505,2377,8,0.4075509,golang,1,1200385
7982,1471,2427,2,4.179387883,golang,1,3570117
7983,2330,2041,4,2.858372577,golang,1,4755530
7984,383,2004,1,1.61216375,golang,1,767532
7985,2165,2426,1,11.4200543,golang,1,5252290
7986,854,1866,8,0.547814724,golang,1,1593564
7987,2037,370,4,0.458856075,golang,1,753690
7988,128,123,1,0.035545336,golang,1,15744
7989,926,423,2,0.440517648,golang,1,391698
7990,604,2465,8,0.505982976,golang,1,1488860
7991,209,1956,4,0.228801223,golang,1,408804
7992,1602,1180,2,2.207826436,golang,1,1890360
7993,1147,2277,2,3.080802501,golang,1,2611719
7994,1402,633,2,1.055137409,golang,1,887466
7995,1605,910,2,1.714524073,golang,1,1460550
7996,225,786,4,0.099378279,golang,1,176850
7997,1999,1454,4,1.786756573,golang,1,2906546
7998,414,258,4,0.060148825,golang,1,106812
7999,896,1801,1,3.469095763,golang,1,1613696
8000,224,2274,4,0.299821084,golang,1,509376
8001,177,1526,2,0.293312126,golang,1,270102
8002,264,1761,2,0.522687034,golang,1,464904
8003,1468,2471,2,4.183715427,golang,1,3627428
8004,1543,821,2,1.460446381,golang,1,1266803
8005,1688,1314,4,1.398609626,golang,1,2218032
8006,814,56,4,0.029430346,golang,1,45584
8007,1300,1261,8,0.582556555,golang,1,1639300
8008,2499,1177,8,1.015658137,golang,1,2941323
8009,1240,1789,1,4.810913439,golang,1,2218360
8010,400,2277,1,1.918404684,golang,1,910800
8011,516,1055,4,0.349774778,golang,1,544380
8012,1701,2186,2,4.322443605,golang,1,3718386
8013,406,1604,8,0.224718409,golang,1,651224
8014,1400,1686,1,5.099140874,golang,1,2360400
8015,915,323,8,0.110443448,golang,1,295545
8016,1407,394,8,0.191469102,golang,1,554358
8017,1666,1181,4,1.171385495,golang,1,1967546
8018,1623,2296,2,4.336345684,golang,1,3726408
8019,648,1106,8,0.252626266,golang,1,716688
8020,121,2485,2,0.292670934,golang,1,300685
8021,676,2491,4,0.983417136,golang,1,1683916
8022,1178,330,2,0.467836586,golang,1,388740
8023,2382,992,1,5.222206077,golang,1,2362944
8024,5,2433,2,0.00179432,golang,1,12165
8025,245,1280,4,0.182443028,golang,1,313600
8026,700,1451,1,2.202432096,golang,1,1015700
8027,815,2479,1,4.38826881,golang,1,2020385
8028,704,1211,1,1.865442622,golang,1,852544
8029,1681,1037,1,3.710970486,golang,1,1743197
8030,1472,1644,2,2.904057148,golang,1,2419968
8031,492,305,1,0.302394029,golang,1,150060
8032,596,2500,2,1.70007259,golang,1,1490000
8033,474,941,4,0.261424169,golang,1,446034
8034,823,1146,2,1.09525651,golang,1,943158
8035,1678,2323,4,2.334140301,golang,1,3897994
8036,320,2295,8,0.252294435,golang,1,734400
8037,311,2187,8,0.233522787,golang,1,680157
8038,896,749,4,0.39883448,golang,1,671104
8039,2309,575,2,1.54831143,golang,1,1327675
8040,2271,1831,8,1.449289776,golang,1,4158201
8041,2399,264,2,0.67580633,golang,1,633336
8042,646,2030,1,2.815485911,golang,1,1311380
